Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率
Russell Westbrook,OKC,26,67,40,27,34.4,28.1,22.0,42.6,4.3,29.9,9.8,83.5,1.9,5.4,7.3,8.6,4.4,2.1,0.2,2.7,52.3,31,11,3.7,2015,3,True,0.6
James Harden,HOU,25,81,56,25,36.8,27.4,18.1,44.0,6.9,37.5,10.2,86.8,0.9,4.7,5.7,7.0,4.0,1.9,0.7,2.6,48.6,21,4,4.1,2015,2,True,0.69
Kevin Durant,OKC,26,27,18,9,33.8,25.4,17.3,51.0,5.9,40.3,6.3,85.4,0.6,6.0,6.6,4.1,2.7,0.9,0.9,1.5,42.1,5,0,6.2,2015,5,False,0.67
LeBron James,CLE,30,69,50,19,36.1,25.3,18.5,48.8,4.9,35.4,7.7,71.0,0.7,5.3,6.0,7.4,3.9,1.6,0.7,2.0,46.5,22,2,7.8,2015,10,True,0.72
Anthony Davis,NOP,22,68,39,29,36.1,24.4,17.6,53.5,0.2,8.3,6.8,80.5,2.5,7.7,10.2,2.2,1.4,1.5,2.9,2.1,51.8,42,0,3.9,2015,0,True,0.57
Carmelo Anthony,NYK,31,40,10,30,35.7,24.2,20.2,44.4,4.5,34.1,5.9,79.7,1.8,4.8,6.6,3.1,2.2,1.0,0.4,2.2,38.7,5,0,-2.7,2015,6,False,0.25
DeMarcus Cousins,SAC,24,59,23,36,34.1,24.1,18.1,46.7,0.1,25.0,9.2,78.2,3.1,9.5,12.7,3.6,4.3,1.5,1.7,4.1,50.1,47,2,1.0,2015,0,True,0.39
Stephen Curry,GSW,27,80,67,13,32.7,23.8,16.8,48.7,8.1,44.3,4.2,91.4,0.7,3.6,4.3,7.7,3.1,2.0,0.2,2.0,44.1,23,0,11.5,2015,1,True,0.84
LaMarcus Aldridge,POR,29,71,48,23,35.4,23.4,19.9,46.6,1.5,35.2,5.1,84.5,2.5,7.7,10.2,1.7,1.7,0.7,1.0,1.8,41.5,39,0,4.8,2015,2,True,0.68
Kobe Bryant,LAL,36,35,10,25,34.5,22.3,20.4,37.3,5.3,29.3,6.9,81.3,0.7,4.9,5.7,5.6,3.7,1.3,0.2,1.9,38.6,4,2,-8.4,2015,15,False,0.29
Blake Griffin,LAC,26,67,47,20,35.2,21.9,17.1,50.2,0.4,40.0,6.4,72.8,1.9,5.7,7.6,5.3,2.3,0.9,0.5,2.9,41.1,18,0,8.7,2015,3,True,0.7
Kyrie Irving,CLE,23,75,52,23,36.4,21.7,16.5,46.8,5.0,41.5,4.9,86.3,0.7,2.4,3.2,5.2,2.5,1.5,0.3,1.9,36.2,6,0,5.6,2015,0,True,0.69
Klay Thompson,GSW,25,77,64,13,31.9,21.7,16.9,46.3,7.1,43.9,3.3,87.9,0.4,2.9,3.2,2.9,1.9,1.1,0.8,1.6,33.6,1,0,10.1,2015,0,True,0.83
Dwyane Wade,MIA,33,62,28,34,31.8,21.5,17.5,47.0,1.6,28.4,6.0,76.8,0.9,2.6,3.5,4.8,3.4,1.2,0.3,1.7,34.1,3,0,-0.9,2015,8,False,0.45
Chris Bosh,MIA,31,44,19,25,35.4,21.1,16.9,46.0,3.8,37.5,5.3,77.2,1.0,6.0,7.0,2.2,2.2,0.9,0.6,1.6,35.1,7,0,-2.3,2015,1,False,0.43
Rudy Gay,SAC,28,68,25,43,35.4,21.1,16.4,45.5,3.2,35.9,5.8,85.8,1.4,4.4,5.9,3.7,2.7,1.0,0.6,2.3,35.9,2,0,-1.6,2015,0,False,0.37
Damian Lillard,POR,24,82,51,31,35.7,21.0,16.6,43.4,7.0,34.3,4.9,86.4,0.6,4.0,4.6,6.2,2.7,1.2,0.3,2.0,37.4,6,0,3.7,2015,1,False,0.62
DeMar DeRozan,TOR,25,60,37,23,35.0,20.1,16.5,41.3,1.5,28.4,7.2,83.2,0.7,3.9,4.6,3.5,2.3,1.2,0.2,2.0,32.8,4,0,2.2,2015,0,False,0.62
Jimmy Butler,CHI,25,65,40,25,38.7,20.0,14.0,46.2,3.0,37.8,7.1,83.4,1.8,4.1,5.8,3.3,1.4,1.8,0.6,1.7,37.4,4,0,3.7,2015,0,False,0.62
Kevin Martin,MIN,32,39,11,28,33.4,20.0,16.0,42.7,4.9,39.3,4.9,88.1,0.5,3.2,3.6,2.3,1.9,0.8,0.0,1.9,28.4,0,0,-6.5,2015,0,False,0.28
Nikola Vucevic,ORL,24,74,21,53,34.2,19.3,16.3,52.3,0.1,33.3,2.9,75.2,3.2,7.7,10.9,2.0,2.0,0.7,0.7,3.0,37.8,45,0,-4.1,2015,0,False,0.28
Gordon Hayward,UTA,25,76,35,41,34.4,19.3,14.3,44.5,4.3,36.4,6.1,81.2,0.7,4.2,4.9,4.1,2.7,1.4,0.4,1.7,34.1,2,0,1.4,2015,0,False,0.46
Chris Paul,LAC,30,82,56,26,34.8,19.1,14.3,48.5,4.3,39.8,3.9,90.0,0.6,4.0,4.6,10.2,2.3,1.9,0.2,2.5,43.8,40,1,8.9,2015,6,True,0.68
Monta Ellis,DAL,29,80,50,30,33.7,18.9,16.9,44.5,3.6,28.5,3.8,75.2,0.4,2.0,2.4,4.1,2.5,1.9,0.3,2.5,31.9,3,0,2.7,2015,0,False,0.62
Pau Gasol,CHI,34,78,48,30,34.4,18.5,14.8,49.4,0.3,46.2,4.7,80.3,2.8,9.0,11.8,2.7,2.0,0.3,1.9,1.9,41.3,54,0,2.4,2015,3,True,0.62
Victor Oladipo,ORL,23,72,22,50,35.7,17.9,15.1,43.6,3.4,33.9,4.4,81.9,0.7,3.5,4.2,4.1,2.8,1.7,0.3,2.6,32.1,3,0,-4.2,2015,0,False,0.31
Kyle Lowry,TOR,29,70,43,27,34.5,17.8,14.9,41.2,5.6,33.8,4.5,80.8,0.8,3.9,4.7,6.8,2.5,1.6,0.2,3.0,36.3,13,2,2.9,2015,0,False,0.61
Derrick Rose,CHI,26,51,33,18,30.0,17.7,16.4,40.5,5.3,28.0,3.7,81.3,0.7,2.5,3.2,4.9,3.2,0.7,0.3,1.2,28.8,4,0,2.4,2015,1,False,0.65
John Wall,WAS,24,79,45,34,35.9,17.6,14.8,44.5,2.7,30.0,4.6,78.5,0.5,4.2,4.6,10.0,3.8,1.7,0.6,2.3,41.3,40,0,3.5,2015,0,False,0.57
Marc Gasol,MEM,30,81,55,26,33.2,17.4,13.2,49.4,0.2,17.6,5.4,79.5,1.4,6.4,7.8,3.8,2.2,0.9,1.6,2.6,37.7,20,0,2.8,2015,1,True,0.68
Kemba Walker,CHA,25,62,21,41,34.2,17.3,15.8,38.5,4.5,30.4,4.6,82.7,0.6,3.0,3.5,5.1,1.6,1.4,0.5,1.5,33.5,4,0,-3.0,2015,0,False,0.34
Dirk Nowitzki,DAL,37,77,47,30,29.6,17.3,13.8,45.9,3.6,38.0,3.8,88.2,0.6,5.4,5.9,1.9,1.1,0.5,0.4,2.1,29.0,6,0,3.1,2015,12,False,0.61
Brook Lopez,BKN,27,72,34,38,29.2,17.2,13.7,51.3,0.1,10.0,3.8,81.4,3.0,4.5,7.4,0.7,1.4,0.6,1.8,2.9,32.7,17,0,-1.4,2015,0,False,0.47
Tobias Harris,ORL,22,68,20,48,34.8,17.1,14.0,46.6,3.5,36.4,3.6,78.8,1.1,5.3,6.3,1.8,1.7,1.0,0.5,2.0,30.4,11,0,-4.3,2015,0,False,0.29
Eric Bledsoe,PHX,25,81,39,42,34.6,17.0,12.9,44.7,3.4,32.4,5.4,80.0,0.9,4.3,5.2,6.1,3.4,1.6,0.6,2.3,35.4,13,2,0.4,2015,0,False,0.48
Brandon Knight,PHX,23,63,33,30,32.3,17.0,14.1,42.2,5.1,38.9,3.5,87.4,0.4,3.4,3.9,5.2,3.0,1.4,0.2,1.8,31.3,2,0,-1.2,2015,0,False,0.52
Andrew Wiggins,MIN,20,82,16,66,36.2,16.9,13.9,43.7,1.5,31.0,5.7,76.0,1.6,2.9,4.6,2.1,2.2,1.0,0.6,2.3,28.3,2,0,-6.7,2015,0,False,0.2
Tony Wroten,PHI,22,30,4,26,29.8,16.9,14.5,40.3,4.7,26.1,6.0,66.7,0.7,2.1,2.9,5.2,3.8,1.6,0.3,2.4,30.0,2,0,-7.8,2015,0,False,0.13
Paul Millsap,ATL,30,73,55,18,32.7,16.7,12.7,47.6,3.0,35.6,4.6,75.7,1.9,5.9,7.8,3.1,2.3,1.8,0.9,2.8,36.5,15,0,5.6,2015,0,False,0.75
Al Jefferson,CHA,30,65,25,40,30.6,16.6,15.5,48.1,0.1,40.0,2.5,65.5,1.5,6.9,8.4,1.7,1.0,0.7,1.3,2.1,34.4,22,0,-1.8,2015,1,False,0.38
Tyreke Evans,NOP,25,79,43,36,34.0,16.6,14.7,44.7,2.9,30.4,3.7,69.4,1.0,4.2,5.3,6.6,3.1,1.3,0.5,2.5,34.9,18,1,2.1,2015,0,False,0.54
Kawhi Leonard,SAS,24,64,46,18,31.8,16.5,12.8,47.9,3.0,34.9,3.9,80.2,1.3,5.9,7.2,2.5,1.5,2.3,0.8,2.0,36.6,14,0,6.9,2015,0,False,0.72
Isaiah Thomas,BOS,26,67,40,27,25.8,16.4,11.9,42.1,5.2,37.3,5.2,86.8,0.5,1.8,2.3,4.2,2.1,0.9,0.1,2.2,26.2,0,0,2.6,2015,0,False,0.6
Kevin Love,CLE,26,75,50,25,33.8,16.4,12.7,43.4,5.2,36.7,4.3,80.4,1.9,7.9,9.7,2.2,1.6,0.7,0.5,1.9,33.4,38,0,5.3,2015,2,False,0.67
JJ Redick,LAC,31,78,55,23,30.9,16.4,12.0,47.7,5.9,43.7,2.6,90.1,0.3,1.9,2.1,1.8,1.2,0.5,0.1,1.7,22.2,0,0,8.0,2015,0,False,0.71
Goran Dragic,MIA,29,78,41,37,33.8,16.3,12.8,50.1,3.3,34.7,3.0,77.4,1.0,2.5,3.5,4.5,2.2,1.0,0.2,2.5,28.7,4,0,0.3,2015,1,False,0.53
Darren Collison,SAC,27,45,16,29,34.8,16.1,12.2,47.3,3.6,37.3,4.1,78.8,0.4,2.8,3.2,5.6,2.5,1.5,0.3,2.1,31.2,3,0,0.8,2015,0,False,0.36
Zach Randolph,MEM,33,71,51,20,32.4,16.1,13.1,48.7,0.3,35.0,4.2,76.5,3.2,7.4,10.5,2.2,2.2,1.0,0.2,2.5,33.3,38,0,4.9,2015,1,False,0.72
George Hill,IND,29,43,26,17,29.5,16.1,12.4,47.7,4.5,35.8,3.3,79.0,0.6,3.6,4.2,5.1,1.6,1.0,0.3,2.6,31.2,2,1,3.7,2015,0,False,0.6
Derrick Favors,UTA,23,74,33,41,30.8,16.0,12.4,52.5,0.1,16.7,4.5,66.9,2.6,5.6,8.2,1.5,1.6,0.8,1.7,2.8,33.9,23,0,0.8,2015,0,False,0.45
Wesley Matthews,POR,28,60,41,19,33.7,15.9,12.5,44.8,7.4,38.9,2.4,75.2,0.6,3.1,3.7,2.3,1.4,1.3,0.2,2.2,26.8,0,0,4.5,2015,0,False,0.68
Jeff Teague,ATL,27,73,53,20,30.5,15.9,12.2,46.0,2.8,34.3,4.4,86.2,0.4,2.1,2.5,7.0,2.8,1.7,0.4,1.9,33.1,10,0,5.3,2015,0,False,0.73
Greg Monroe,DET,25,69,25,44,31.0,15.9,12.4,49.6,0.0,0.0,4.9,75.0,3.3,6.9,10.2,2.1,2.2,1.1,0.5,2.1,34.0,35,0,-0.3,2015,0,False,0.36
Mike Conley,MEM,27,70,47,23,31.8,15.8,12.6,44.6,4.0,38.6,3.6,85.9,0.4,2.6,3.0,5.4,2.2,1.3,0.2,2.0,29.6,6,0,3.1,2015,0,False,0.67
Jamal Crawford,LAC,35,64,44,20,26.6,15.8,13.1,39.6,5.7,32.7,3.9,90.1,0.3,1.7,1.9,2.5,1.4,0.9,0.2,1.7,23.8,0,0,1.3,2015,0,False,0.69
Dwight Howard,HOU,29,41,29,12,29.8,15.8,10.3,59.3,0.0,50.0,6.6,52.8,2.7,7.8,10.5,1.2,2.8,0.7,1.3,3.3,33.3,23,0,5.3,2015,8,False,0.71
Chandler Parsons,DAL,26,66,41,25,33.1,15.7,12.6,46.2,5.3,38.0,2.9,72.0,1.0,3.9,4.9,2.4,1.5,1.0,0.3,2.1,27.8,3,0,3.1,2015,0,False,0.62
Lou Williams,TOR,28,80,48,32,25.2,15.5,11.6,40.4,5.6,34.0,4.9,86.1,0.3,1.6,1.9,2.1,1.3,1.1,0.1,1.3,23.3,0,0,3.7,2015,0,False,0.6
Enes Freedom,OKC,23,75,32,43,28.5,15.5,12.4,51.9,0.6,35.6,3.1,78.2,3.7,5.3,8.9,0.7,1.9,0.5,0.4,2.5,28.0,31,0,-0.5,2015,0,False,0.43
Brandon Jennings,DET,25,41,17,24,28.6,15.4,13.2,40.1,5.1,36.0,3.5,83.9,0.5,2.0,2.5,6.6,2.2,1.1,0.1,1.6,29.7,5,0,0.8,2015,0,False,0.41
Markieff Morris,PHX,25,82,39,43,31.5,15.3,13.4,46.5,2.2,31.8,2.8,76.3,1.3,4.8,6.2,2.3,2.1,1.2,0.5,3.0,29.3,12,0,1.3,2015,0,False,0.48
Bradley Beal,WAS,22,63,37,26,33.5,15.3,13.5,42.7,4.1,40.9,2.6,78.3,0.9,2.9,3.8,3.1,2.0,1.2,0.3,2.2,27.0,2,0,3.0,2015,0,False,0.59
Ty Lawson,DEN,27,75,29,46,35.5,15.2,12.3,43.6,2.7,34.1,4.8,73.0,0.6,2.6,3.1,9.6,2.5,1.2,0.1,1.7,35.0,28,0,-0.4,2015,0,False,0.39
Al Horford,ATL,29,76,56,20,30.5,15.2,12.7,53.8,0.5,30.6,1.9,75.9,1.7,5.4,7.2,3.2,1.3,0.9,1.3,1.6,33.9,14,1,3.8,2015,1,False,0.74
Jeff Green,MEM,28,78,41,37,31.5,15.0,12.4,43.0,3.7,33.2,3.7,83.3,0.8,3.4,4.2,1.7,1.4,0.7,0.4,1.9,24.6,1,0,-1.7,2015,0,False,0.53
Andrea Bargnani,NYK,29,29,5,24,27.1,14.8,12.4,45.4,1.4,36.6,3.7,81.3,1.1,3.3,4.4,1.6,1.4,0.1,0.9,1.8,24.0,2,0,-9.3,2015,0,False,0.17
Jrue Holiday,NOP,25,40,20,20,32.6,14.8,13.4,44.6,3.4,37.8,1.9,85.5,0.8,2.6,3.4,6.9,2.3,1.6,0.6,2.8,33.3,5,0,2.5,2015,0,False,0.5
Michael Carter-Williams,MIL,23,66,21,45,32.6,14.6,13.9,39.6,2.3,23.5,4.4,69.4,1.0,4.4,5.3,6.7,3.8,1.7,0.5,2.5,33.7,11,3,-2.5,2015,0,False,0.32
Reggie Jackson,DET,25,77,37,40,29.5,14.5,12.9,43.4,3.1,29.9,2.8,83.0,0.7,3.5,4.2,6.0,2.4,0.8,0.1,2.2,29.0,15,2,1.5,2015,0,False,0.48
Joe Johnson,BKN,34,80,38,42,34.9,14.4,12.8,43.5,4.2,35.9,2.2,80.1,0.7,4.1,4.8,3.7,1.7,0.7,0.2,1.5,26.7,3,0,-1.5,2015,1,False,0.48
Tony Parker,SAS,33,68,48,20,28.7,14.4,12.2,48.6,1.3,42.7,2.4,78.3,0.2,1.7,1.9,4.9,2.1,0.6,0.0,1.6,23.9,1,0,2.9,2015,4,False,0.71
Serge Ibaka,OKC,25,64,35,29,33.1,14.3,12.3,47.6,3.2,37.6,1.7,83.6,2.1,5.7,7.8,0.9,1.5,0.5,2.4,3.0,32.1,17,0,2.5,2015,0,False,0.55
Mo Williams,CHA,32,68,20,48,29.1,14.2,12.6,39.7,5.1,34.2,2.8,87.2,0.3,2.2,2.6,6.2,2.5,0.7,0.2,2.4,26.7,13,0,-1.5,2015,0,False,0.29
Thaddeus Young,BKN,27,76,25,51,32.0,14.1,12.7,46.6,1.5,33.0,2.6,65.5,1.7,3.7,5.4,2.3,1.5,1.6,0.3,2.3,28.3,3,0,-2.8,2015,0,False,0.33
Luol Deng,MIA,30,72,33,39,33.6,14.0,10.9,46.9,3.1,35.5,3.5,76.1,1.4,3.8,5.2,1.9,1.5,0.9,0.3,1.5,25.3,5,0,-0.1,2015,0,False,0.46
Wilson Chandler,DEN,28,78,28,50,31.7,13.9,12.5,42.9,5.2,34.2,1.8,77.5,1.2,4.9,6.1,1.7,1.4,0.7,0.4,3.0,25.7,8,0,-2.8,2015,0,False,0.36
Avery Bradley,BOS,24,77,37,40,31.5,13.9,13.2,42.8,4.6,35.2,1.3,79.0,0.6,2.5,3.1,1.8,1.4,1.1,0.2,2.3,22.7,1,0,-1.1,2015,0,False,0.48
Tim Duncan,SAS,39,77,53,24,28.9,13.9,10.6,51.2,0.1,28.6,4.0,74.0,2.2,6.9,9.1,3.0,1.7,0.8,2.0,2.1,36.0,33,1,4.0,2015,14,True,0.69
Alec Burks,UTA,23,27,9,18,33.3,13.9,11.1,40.3,2.5,38.2,4.8,82.2,0.7,3.5,4.2,3.0,1.9,0.6,0.2,2.4,24.0,2,0,-4.8,2015,0,False,0.33
Andre Drummond,DET,21,82,32,50,30.5,13.8,11.7,51.4,0.0,0.0,4.5,38.9,5.3,8.1,13.5,0.7,1.5,0.9,1.9,3.5,37.7,48,0,-0.7,2015,0,False,0.39
Ryan Anderson,NOP,27,61,33,28,27.5,13.7,12.0,39.9,5.9,34.0,2.5,85.4,1.8,3.1,4.8,0.9,1.0,0.5,0.3,1.9,22.4,3,0,-0.3,2015,0,False,0.54
Shabazz Muhammad,MIN,22,38,6,32,22.8,13.5,10.4,48.9,1.3,39.2,3.8,71.7,1.7,2.4,4.1,1.2,0.9,0.5,0.2,1.3,21.1,1,0,-4.2,2015,0,False,0.16
Robert Covington,PHI,24,70,18,52,27.9,13.5,10.8,39.6,6.4,37.4,3.1,82.0,0.9,3.6,4.5,1.5,1.8,1.4,0.4,2.7,24.8,1,0,-2.1,2015,0,False,0.26
CJ Miles,IND,28,70,31,39,26.3,13.5,11.8,39.8,6.4,34.5,2.3,80.7,0.3,2.8,3.1,1.1,1.0,0.9,0.4,1.9,21.4,1,0,2.3,2015,0,False,0.44
Eric Gordon,NOP,26,61,35,26,33.1,13.4,11.4,41.1,5.2,44.8,2.2,80.5,0.5,2.1,2.6,3.8,2.0,0.8,0.2,2.4,23.3,1,0,1.1,2015,0,False,0.57
Nick Young,LAL,30,42,12,30,23.8,13.4,11.3,36.6,5.4,36.9,3.5,89.2,0.4,1.9,2.3,1.0,1.0,0.5,0.3,2.0,19.0,0,0,-1.6,2015,0,False,0.29
Khris Middleton,MIL,23,79,40,39,30.1,13.4,11.0,46.7,3.4,40.7,2.0,85.9,0.6,3.8,4.4,2.3,1.4,1.5,0.1,2.3,25.7,1,0,4.1,2015,0,False,0.51
Jared Sullinger,BOS,23,58,26,32,27.0,13.3,12.2,43.9,3.2,28.3,2.2,74.4,2.5,5.1,7.6,2.3,1.3,0.8,0.7,2.6,29.0,12,0,-0.4,2015,0,False,0.45
Arron Afflalo,POR,29,78,35,43,32.1,13.3,11.3,42.4,4.3,35.4,2.5,84.3,0.3,2.8,3.2,1.7,1.5,0.5,0.1,2.1,19.9,0,0,-0.3,2015,0,False,0.45
Deron Williams,BKN,31,68,34,34,31.1,13.0,11.3,38.7,3.5,36.7,3.5,83.4,0.4,3.1,3.5,6.6,2.3,0.9,0.3,2.3,28.4,11,0,-0.2,2015,2,False,0.5
Trey Burke,UTA,22,76,35,41,30.1,12.8,13.2,36.8,5.1,31.8,1.9,75.2,0.4,2.3,2.7,4.3,1.6,0.9,0.2,1.6,24.0,3,0,-0.6,2015,0,False,0.46
Trevor Ariza,HOU,29,82,56,26,35.7,12.8,11.1,40.2,6.8,35.0,1.7,85.3,0.9,4.7,5.6,2.5,1.7,1.9,0.2,2.3,27.8,3,0,2.8,2015,0,False,0.68
Kentavious Caldwell-Pope,DET,22,82,32,50,31.5,12.7,11.9,40.1,5.4,34.5,1.9,69.6,0.6,2.5,3.1,1.3,1.1,1.1,0.2,2.0,21.4,0,0,0.9,2015,0,False,0.39
Giannis Antetokounmpo,MIL,20,81,41,40,31.4,12.7,9.6,49.1,0.5,15.9,4.3,74.1,1.2,5.5,6.7,2.6,2.1,0.9,1.0,3.1,28.3,10,0,0.1,2015,0,False,0.51
Rodney Stuckey,IND,29,71,34,37,26.4,12.6,10.6,44.0,2.0,39.0,3.0,81.9,0.5,3.0,3.5,3.1,1.7,0.8,0.1,1.8,22.6,2,0,-0.3,2015,0,False,0.48
